lit_id,lit_name,k_id,k_name
85139404939,Search for heavy resonances decaying to a pair of Lorentz-boosted Higgs bosons in final states with leptons and a bottom quark pair at √s = 13 TeV,beyondstandardmodel,Beyond Standard Model
85130323843,Search for a heavy resonance decaying into a top quark and a W boson in the lepton+jets final state at √s = 13 TeV,beyondstandardmodel,Beyond Standard Model
85063267754,Search for top quark partners with charge 5/3 in the same-sign dilepton and single-lepton final states in proton-proton collisions at √s=13 TeV,topphysics,Top Physics
85079427365,Search for top squark pair production in a final state with two tau leptons in proton-proton collisions at √s = 13 TeV,topphysics,Top Physics
85051840032,"Evidence for associated production of a Higgs boson with a top quark pair in final states with electrons, muons, and hadronically decaying τ leptons at √s=13 TeV",topphysics,Top Physics
85166183738,Search for CP violation using (Formula presented.) events in the lepton+jets channel in pp collisions at √s = 13 TeV,topphysics,Top Physics
85062100230,State-space model estimation of EEG time series for classifying active brain sources,electroencephalographyeeg,Electroencephalography (EEG)
85062100230,State-space model estimation of EEG time series for classifying active brain sources,grouplasso,Group lasso
85062100230,State-space model estimation of EEG time series for classifying active brain sources,subspaceidentification,Subspace identification
85065326785,"Factors influencing quality of life (QOL) amongst elderly caregivers of people living with HIV/AIDS in Phayao province, Thailand: A cross-sectional study [version 1; peer review: 2 approved]",elderly,elderly
85071187318,"Health Connections in Intergenerational Relationships: A Case Study on the Impact of Familial Activities on the Health and Well-being of Young and Elderly People in Bangkok, Thailand: Research",elderly,elderly
85089836861,Suicidal idea among the elderly,elderly,elderly
85102183224,"Door-to-door eye health education to improve knowledge, attitude, and uptake of eyecare services among elderly with cataracts: A quasi-experimental study in the central tropical region, Myanmar",elderly,elderly
85126418456,"Predictive validity of the Stopping Elderly Accidents, Deaths & Injuries (STEADI) program fall risk screening algorithms among community-dwelling Thai elderly",elderly,elderly
85164460803,Arts-Based Interventions to Enhance the Quality of Life and Cognition of the Elderly with Mild Cognitive Impairment,elderly,elderly
85065326785,"Factors influencing quality of life (QOL) amongst elderly caregivers of people living with HIV/AIDS in Phayao province, Thailand: A cross-sectional study [version 1; peer review: 2 approved]",hiv/aids,HIV/AIDS
85102547261,"Ending AIDS in the Asia-Pacific region by 2030: Are we on track? Policy, epidemiological and intervention insights",hiv/aids,HIV/AIDS
85065326785,"Factors influencing quality of life (QOL) amongst elderly caregivers of people living with HIV/AIDS in Phayao province, Thailand: A cross-sectional study [version 1; peer review: 2 approved]",influencingfactors,Influencing factors
85147473439,The efficacy of blind versus real-time ultrasound-guided percutaneous renal biopsy in developing country,blindpercutaneousrenalbiopsy,Blind percutaneous renal biopsy
85147473439,The efficacy of blind versus real-time ultrasound-guided percutaneous renal biopsy in developing country,efficacyofrenalbiopsy,efficacy of renal biopsy
85147473439,The efficacy of blind versus real-time ultrasound-guided percutaneous renal biopsy in developing country,nativerenalbiopsy,native renal biopsy
85147473439,The efficacy of blind versus real-time ultrasound-guided percutaneous renal biopsy in developing country,realtimeultrasoundguidedpercutaneousrenalbiopsy,real-time ultrasound-guided percutaneous renal biopsy
85147473439,The efficacy of blind versus real-time ultrasound-guided percutaneous renal biopsy in developing country,transplantrenalbiopsy,transplant renal biopsy
85061626134,Phase stabilities and vibrational analysis of hydrogenated diamondized bilayer graphenes: A first principles investigation,2dimensionalmaterials,2-Dimensional materials
85061626134,Phase stabilities and vibrational analysis of hydrogenated diamondized bilayer graphenes: A first principles investigation,diamondizedbilayergraphene,Diamondized bilayer graphene
85061626134,Phase stabilities and vibrational analysis of hydrogenated diamondized bilayer graphenes: A first principles investigation,vibrationalanalysis,Vibrational analysis
85055936299,Evaluating the performance of automated UV enzymatic assay for screening of glucose 6-phosphate dehydrogenase deficiency,automateduvenzymaticassay,automated UV enzymatic assay
85055936299,Evaluating the performance of automated UV enzymatic assay for screening of glucose 6-phosphate dehydrogenase deficiency,g6pd,G6PD
85055936299,Evaluating the performance of automated UV enzymatic assay for screening of glucose 6-phosphate dehydrogenase deficiency,g6pddeficiency,G6PD deficiency
85055936299,Evaluating the performance of automated UV enzymatic assay for screening of glucose 6-phosphate dehydrogenase deficiency,quantitativemethod,quantitative method
85072268571,A case of PHACE syndrome with growth hormone deficiency and abnormal thyroid functions,endocrine,endocrine
85072268571,A case of PHACE syndrome with growth hormone deficiency and abnormal thyroid functions,growthhormonedeficiency,growth hormone deficiency
85072268571,A case of PHACE syndrome with growth hormone deficiency and abnormal thyroid functions,hypothyroidism,hypothyroidism
85072268571,A case of PHACE syndrome with growth hormone deficiency and abnormal thyroid functions,phace,PHACE
85077216268,Development and Psychometric Properties of Managerial Competence Scale for First-Line Nurse Managers in Indonesia,firstlinenursemanagers,first-line nurse managers
85077216268,Development and Psychometric Properties of Managerial Competence Scale for First-Line Nurse Managers in Indonesia,instrumentdevelopment,instrument development
85077216268,Development and Psychometric Properties of Managerial Competence Scale for First-Line Nurse Managers in Indonesia,managerialcompetence,managerial competence
85116240570,The joint effect of accounting knowledge and self-serving attribution on the voluntary disclosure of management earnings forecast,accountingknowledge,Accounting Knowledge
85116240570,The joint effect of accounting knowledge and self-serving attribution on the voluntary disclosure of management earnings forecast,attributionbias,Attribution Bias
85116240570,The joint effect of accounting knowledge and self-serving attribution on the voluntary disclosure of management earnings forecast,managementearningsforecast,Management Earnings Forecast
85067236770,Universal Joint Feature Extraction for P300 EEG Classification Using Multi-Task Autoencoder,electroencephalography,Electroencephalography
85067236770,Universal Joint Feature Extraction for P300 EEG Classification Using Multi-Task Autoencoder,multitaskautoencoder,multi-task autoencoder
85067236770,Universal Joint Feature Extraction for P300 EEG Classification Using Multi-Task Autoencoder,p300,P300
85067236770,Universal Joint Feature Extraction for P300 EEG Classification Using Multi-Task Autoencoder,pretrainedmodel,pre-trained model
85067236770,Universal Joint Feature Extraction for P300 EEG Classification Using Multi-Task Autoencoder,spatiotemporalneuralnetworks,spatiotemporal neural networks
85067048587,"Annotated checklist of the terrestrial molluscs from laos (mollusca, gastropoda)",biodiversity,Biodiversity
85159797784,"Further notes on the taxonomy of the land snail family Clausiliidae Gray, 1855 (Stylommatophora, Helicina) from Myanmar with description of two new species",biodiversity,Biodiversity
85067048587,"Annotated checklist of the terrestrial molluscs from laos (mollusca, gastropoda)",conservation,conservation
85085687411,An assessment of the niche centroid hypothesis: Pteropus lylei (Chiroptera),conservation,conservation
85067048587,"Annotated checklist of the terrestrial molluscs from laos (mollusca, gastropoda)",landsnail,land snail
85163395000,"Exploring the Almost Unknown Trochomorpha (Eupulmonata: Trochomorphidae) from Laos, with Description of Three New Species",landsnail,land snail
85067048587,"Annotated checklist of the terrestrial molluscs from laos (mollusca, gastropoda)",newname,New name
85067048587,"Annotated checklist of the terrestrial molluscs from laos (mollusca, gastropoda)",southeastasia,South East Asia
85071198566,"Re-description of the type species of the genera ganesella blanford, 1863 and globotrochus haas, 1935; with description of a new ganesella species from Thailand (Eupulmonata, camaenidae)",southeastasia,South East Asia
85096643146,"Resin bees of genus megachile, subgenera callomegachile and carinula (Hymenoptera, megachilidae) from thailand with description of a new species",southeastasia,South East Asia
85112795228,"Blood Cell Morphology and Leukocyte Profile of the Himalayan Newt Tylototriton verrucosus Anderson, 1871 (Urodela: Salamandridae) in Thailand",southeastasia,South East Asia
85125943347,AI Builders: Teaching Thai Students to Build End-to-End Machine Learning Projects Online,southeastasia,South East Asia
85135280014,Does size matter? – Reproductive success in Duttaphrynus melanostictus as a function of body size,southeastasia,South East Asia
85067048587,"Annotated checklist of the terrestrial molluscs from laos (mollusca, gastropoda)",typespecimen,Type specimen
85059503581,Mammary metabolism and colostrogenesis in sows during late gestation and the colostral period,carbonbalance,carbon balance
85059503581,Mammary metabolism and colostrogenesis in sows during late gestation and the colostral period,colostrogenesis,colostrogenesis
85059503581,Mammary metabolism and colostrogenesis in sows during late gestation and the colostral period,dietaryfiber,dietary fiber
85121719004,Biological Functions and Activities of Rice Bran as a Functional Ingredient: A Review,dietaryfiber,dietary fiber
85059503581,Mammary metabolism and colostrogenesis in sows during late gestation and the colostral period,igg,IgG
85059503581,Mammary metabolism and colostrogenesis in sows during late gestation and the colostral period,onsetoffarrowing,onset of farrowing
85059503581,Mammary metabolism and colostrogenesis in sows during late gestation and the colostral period,plasmaflow,plasma flow
85077320995,Enhancing ecological-economic efficiency of intensive shrimp farm through in-out nutrient budget and feed conversion ratio,feedconversionratio,Feed conversion ratio
